age,work
54,militaire
32,artisant
71,sans_activite
85,commercant
19,retraite
17,conducteur
25,employe_prive
70,sans_activite
12,commercant
32,retraite
27,ouvrier_agricole
56,ecolier
98,commercant
71,agriculteur
27,enseignant
88,enseignant
58,retraite
15,artisant
62,sans_activite
53,retraite
23,agriculteur
29,sans_activite
33,militaire
17,commercant
41,retraite
22,sans_activite
27,ouvrier_batiment
31,employe_prive
62,employe_prive
77,sans_activite
44,conducteur
20,enseignant
27,ouvrier_agricole
19,commercant
95,sans_activite
21,employe_prive
84,retraite
18,ouvrier_batiment
29,artisant
16,employe_prive
35,retraite
34,commercant
23,commercant
50,militaire
76,agriculteur
65,artisant
0,employe_prive
70,sans_activite
19,conducteur
21,ouvrier_agricole
28,militaire
16,sans_activite
93,ouvrier_agricole
79,enseignant
78,artisant
5,ouvrier_batiment
23,conducteur
77,employe_prive
80,ouvrier_batiment
52,militaire
94,ouvrier
73,agriculteur
4,militaire
69,retraite
27,artisant
72,ouvrier_agricole
10,artisant
21,employe_prive
52,enseignant
0,conducteur
6,ouvrier
69,ouvrier_agricole
65,sans_activite
77,enseignant
53,ouvrier
76,ouvrier
15,agriculteur
78,enseignant
60,artisant
56,ouvrier_batiment
86,ecolier
33,employe_prive
23,commercant
19,ouvrier_agricole
100,conducteur
19,ouvrier_agricole
24,agriculteur
77,ouvrier_batiment
20,retraite
22,retraite
79,militaire
27,militaire
15,ecolier
51,agriculteur
72,agriculteur
93,militaire
93,militaire
83,enseignant
23,ouvrier_batiment
16,ouvrier_batiment
18,militaire
18,ouvrier_agricole
57,employe_prive
27,employe_prive
23,ecolier
62,ecolier
81,ouvrier_batiment
100,artisant
26,artisant
49,ouvrier_batiment
21,ecolier
13,militaire
0,retraite
94,enseignant
25,commercant
13,ecolier
72,ecolier
21,ecolier
56,employe_prive
16,artisant
77,commercant
27,ouvrier
2,ouvrier
19,ecolier
59,ouvrier_batiment
30,ouvrier_agricole
18,sans_activite
79,enseignant
20,sans_activite
57,enseignant
23,commercant
21,commercant
92,commercant
28,conducteur
63,commercant
31,sans_activite
28,agriculteur
53,militaire
77,agriculteur
76,artisant
28,sans_activite
55,agriculteur
0,militaire
15,employe_prive
84,enseignant
76,ouvrier_agricole
89,conducteur
27,ouvrier_agricole
3,enseignant
77,artisant
25,militaire
20,employe_prive
82,artisant
80,conducteur
40,sans_activite
88,ecolier
31,sans_activite
27,ecolier
45,commercant
70,ouvrier_batiment
4,ouvrier_agricole
64,ecolier
27,enseignant
77,ouvrier
55,ouvrier_agricole
39,artisant
29,artisant
27,employe_prive
4,ouvrier
61,employe_prive
53,ouvrier
29,agriculteur
24,conducteur
17,enseignant
2,agriculteur
43,ecolier
35,artisant
78,ouvrier_agricole
20,ouvrier_batiment
42,agriculteur
92,employe_prive
9,ecolier
18,ecolier
10,sans_activite
25,ouvrier_batiment
28,employe_prive
66,commercant
78,enseignant
58,employe_prive
17,commercant
69,conducteur
26,ecolier
76,enseignant
25,ouvrier_batiment
29,artisant
9,sans_activite
25,conducteur
96,employe_prive
79,ecolier
90,sans_activite
67,militaire
23,commercant
63,ouvrier
59,employe_prive
26,agriculteur
80,ouvrier_batiment
27,commercant
30,ecolier
36,commercant
59,artisant
20,ouvrier_agricole
49,retraite
60,sans_activite
60,artisant
17,ouvrier_batiment
76,commercant
58,ecolier
19,conducteur
59,ouvrier_batiment
44,artisant
82,employe_prive
19,militaire
51,agriculteur
28,militaire
6,retraite
39,militaire
68,retraite
30,artisant
8,employe_prive
41,sans_activite
83,ecolier
27,enseignant
29,commercant
24,enseignant
94,sans_activite
20,ouvrier_agricole
20,retraite
69,agriculteur
40,commercant
72,enseignant
11,artisant
28,militaire
18,conducteur
8,agriculteur
21,militaire
69,conducteur
48,ouvrier_agricole
24,enseignant
86,ouvrier_batiment
65,retraite
11,ouvrier
23,ecolier
28,ouvrier_batiment
37,employe_prive
28,ouvrier_batiment
12,ouvrier_batiment
29,commercant
81,ouvrier_agricole
31,artisant
30,militaire
54,ouvrier
66,employe_prive
33,employe_prive
19,agriculteur
76,enseignant
19,enseignant
81,ouvrier_agricole
27,retraite
22,ouvrier
1,ecolier
85,enseignant
60,ouvrier_agricole
56,agriculteur
19,retraite
80,artisant
79,agriculteur
29,militaire
26,artisant
4,ouvrier_batiment
28,enseignant
51,ouvrier
78,sans_activite
77,ouvrier
57,employe_prive
17,ouvrier_batiment
13,conducteur
20,commercant
55,retraite
82,artisant
19,ouvrier_agricole
57,ouvrier
20,employe_prive
46,agriculteur
30,ouvrier_agricole
42,sans_activite
75,commercant
81,militaire
76,retraite
1,artisant
39,ecolier
36,employe_prive
50,ouvrier_batiment
16,retraite
69,sans_activite
96,ouvrier_agricole
26,agriculteur
77,retraite
77,militaire
65,artisant
29,employe_prive
80,conducteur
29,conducteur
23,ecolier
25,agriculteur
75,ouvrier
98,artisant
42,ouvrier_agricole
5,conducteur
14,conducteur
28,employe_prive
60,agriculteur
10,employe_prive
76,retraite
30,artisant
26,commercant
25,conducteur
94,ouvrier_batiment
20,ouvrier_batiment
59,ouvrier
28,enseignant
66,sans_activite
7,ecolier
36,militaire
30,employe_prive
94,ouvrier_batiment
22,artisant
76,militaire
73,artisant
11,artisant
26,ouvrier
85,artisant
20,commercant
86,conducteur
100,ouvrier
21,retraite
18,ouvrier
29,ouvrier_batiment
29,ecolier
95,commercant
24,sans_activite
70,retraite
9,artisant
26,employe_prive
12,ecolier
25,commercant
91,ouvrier
1,artisant
6,agriculteur
28,ecolier
49,employe_prive
71,conducteur
77,artisant
66,artisant
18,retraite
3,agriculteur
76,militaire
20,ecolier
37,retraite
78,militaire
25,retraite
97,ouvrier_batiment
69,sans_activite
56,conducteur
67,agriculteur
4,enseignant
29,retraite
16,sans_activite
41,ecolier
79,enseignant
53,artisant
78,ouvrier_agricole
79,ecolier
27,commercant
18,ouvrier_agricole
45,ouvrier_agricole
30,conducteur
42,conducteur
18,conducteur
72,militaire
88,enseignant
3,retraite
20,militaire
59,commercant
78,ouvrier
10,sans_activite
66,agriculteur
25,conducteur
18,ouvrier
76,ouvrier_agricole
3,militaire
16,enseignant
23,retraite
57,ecolier
100,ouvrier_batiment
67,ouvrier_agricole
58,ouvrier_agricole
72,militaire
42,militaire
13,commercant
27,enseignant
52,sans_activite
17,employe_prive
44,conducteur
30,enseignant
79,enseignant
25,ouvrier_batiment
25,ouvrier
58,agriculteur
22,enseignant
30,ecolier
66,ouvrier_batiment
46,militaire
15,agriculteur
59,conducteur
56,retraite
14,ouvrier_agricole
27,ouvrier_agricole
24,conducteur
13,sans_activite
25,ecolier
24,ouvrier_agricole
29,agriculteur
52,employe_prive
30,commercant
70,enseignant
32,sans_activite
30,commercant
96,militaire
56,ouvrier_batiment
12,ecolier
36,sans_activite
27,retraite
78,ouvrier_batiment
55,sans_activite
23,employe_prive
78,sans_activite
98,employe_prive
21,conducteur
53,agriculteur
69,ouvrier
80,ouvrier_batiment
8,retraite
53,ouvrier_batiment
51,enseignant
26,sans_activite
22,artisant
55,ouvrier
81,enseignant
100,enseignant
51,ouvrier_agricole
29,ecolier
9,sans_activite
24,enseignant
46,artisant
25,sans_activite
30,ouvrier_batiment
26,militaire
25,commercant
54,conducteur
77,militaire
83,ecolier
27,agriculteur
28,employe_prive
59,conducteur
45,artisant
18,employe_prive
20,sans_activite
32,employe_prive
34,ouvrier_agricole
20,commercant
3,enseignant
26,conducteur
24,ecolier
39,agriculteur
89,conducteur
26,ouvrier_agricole
69,commercant
52,sans_activite
17,artisant
22,ouvrier_agricole
67,agriculteur
59,sans_activite
51,conducteur
33,commercant
43,artisant
80,sans_activite
19,ouvrier
67,sans_activite
78,enseignant
1,retraite
64,ouvrier_batiment
67,ouvrier
30,enseignant
83,ouvrier_agricole
93,ouvrier_agricole
26,conducteur
53,retraite
44,ouvrier_batiment
100,sans_activite
80,artisant
28,ouvrier
13,artisant
21,ouvrier
54,ecolier
24,militaire
19,militaire
27,sans_activite
18,sans_activite
61,enseignant
18,commercant
36,commercant
81,ouvrier
78,employe_prive
81,artisant
79,retraite
37,employe_prive
18,militaire
72,ouvrier_agricole
78,employe_prive
22,ouvrier_batiment
95,agriculteur
75,retraite
76,commercant
28,employe_prive
55,retraite
15,commercant
19,commercant
69,commercant
21,militaire
18,employe_prive
30,enseignant
76,artisant
52,sans_activite
19,agriculteur
76,retraite
23,agriculteur
30,agriculteur
21,enseignant
78,commercant
4,ouvrier_batiment
91,conducteur
19,commercant
24,agriculteur
79,artisant
100,ouvrier_agricole
54,agriculteur
27,ouvrier_batiment
91,retraite
20,employe_prive
17,ouvrier_agricole
23,commercant
18,ouvrier_agricole
61,enseignant
35,ouvrier_agricole
77,conducteur
24,ouvrier
87,militaire
88,ouvrier
56,retraite
79,commercant
79,agriculteur
95,ouvrier
21,retraite
47,conducteur
29,ecolier
79,ouvrier_agricole
89,conducteur
80,sans_activite
62,employe_prive
80,militaire
17,militaire
52,conducteur
44,commercant
79,ecolier
60,ecolier
21,ecolier
69,ouvrier_batiment
76,retraite
46,militaire
37,artisant
77,artisant
56,ecolier
17,sans_activite
30,ouvrier_agricole
80,ouvrier_agricole
57,ouvrier
94,agriculteur
80,ecolier
62,militaire
3,commercant
28,conducteur
51,militaire
84,ecolier
25,ecolier
61,militaire
99,commercant
65,ouvrier
40,ouvrier_batiment
76,agriculteur
78,agriculteur
43,commercant
78,conducteur
76,militaire
76,ouvrier_batiment
20,retraite
72,conducteur
24,ecolier
31,ecolier
68,employe_prive
24,ouvrier
6,artisant
6,retraite
100,employe_prive
28,conducteur
10,ouvrier_agricole
73,ouvrier
24,employe_prive
56,agriculteur
60,militaire
43,enseignant
20,sans_activite
86,agriculteur
25,retraite
17,ouvrier_batiment
52,ouvrier
76,ouvrier_agricole
77,ecolier
4,retraite
34,employe_prive
95,employe_prive
34,agriculteur
39,enseignant
15,enseignant
31,enseignant
28,artisant
79,militaire
83,conducteur
39,ouvrier_batiment
23,sans_activite
8,artisant
22,ouvrier_agricole
38,retraite
40,ecolier
26,conducteur
55,agriculteur
79,ouvrier_batiment
45,ecolier
26,retraite
88,agriculteur
56,ouvrier_batiment
12,artisant
26,ouvrier
61,ouvrier_agricole
46,enseignant
27,sans_activite
86,ouvrier_agricole
98,militaire
72,conducteur
78,sans_activite
52,retraite
15,enseignant
57,agriculteur
6,retraite
25,agriculteur
53,agriculteur
9,ouvrier_batiment
21,ouvrier_agricole
94,enseignant
25,enseignant
20,sans_activite
17,sans_activite
11,ouvrier_batiment
18,militaire
3,artisant
12,ouvrier
28,commercant
30,artisant
59,ouvrier_agricole
67,conducteur
77,enseignant
14,ouvrier
45,ouvrier
52,ecolier
16,enseignant
16,retraite
92,commercant
10,militaire
80,militaire
21,conducteur
57,ouvrier_batiment
16,militaire
6,employe_prive
34,ouvrier_agricole
79,sans_activite
20,conducteur
26,employe_prive
83,agriculteur
94,commercant
56,sans_activite
59,enseignant
57,ouvrier
8,enseignant
30,militaire
79,militaire
72,agriculteur
69,ouvrier_agricole
56,retraite
27,ouvrier
18,retraite
99,conducteur
23,sans_activite
46,militaire
72,enseignant
83,conducteur
24,sans_activite
9,artisant
4,ouvrier_batiment
5,sans_activite
54,militaire
79,employe_prive
33,sans_activite
21,ecolier
28,militaire
98,retraite
74,artisant
17,militaire
46,agriculteur
56,employe_prive
97,commercant
52,conducteur
77,employe_prive
5,conducteur
28,employe_prive
37,ecolier
27,sans_activite
34,enseignant
53,agriculteur
71,employe_prive
3,artisant
19,employe_prive
10,sans_activite
92,artisant
74,ecolier
52,employe_prive
22,ouvrier_agricole
77,enseignant
80,agriculteur
89,enseignant
1,employe_prive
19,conducteur
11,sans_activite
92,commercant
98,ouvrier
53,agriculteur
16,ecolier
85,ecolier
68,ouvrier_batiment
48,conducteur
56,commercant
67,ouvrier_batiment
42,militaire
50,commercant
3,militaire
18,ouvrier_agricole
91,agriculteur
12,agriculteur
63,ouvrier_batiment
63,sans_activite
30,commercant
16,ouvrier_agricole
18,sans_activite
16,employe_prive
30,ouvrier
28,ouvrier_agricole
47,ouvrier_agricole
22,militaire
99,agriculteur
79,retraite
80,commercant
9,sans_activite
8,ecolier
51,conducteur
60,commercant
85,retraite
16,enseignant
23,employe_prive
17,ecolier
46,ouvrier_agricole
81,ouvrier_agricole
76,ouvrier
22,ouvrier
74,agriculteur
79,enseignant
2,commercant
90,militaire
48,enseignant
90,ouvrier
72,enseignant
52,retraite
47,employe_prive
30,conducteur
66,retraite
97,employe_prive
57,conducteur
74,retraite
10,employe_prive
10,sans_activite
16,artisant
21,retraite
10,employe_prive
25,ouvrier_agricole
64,conducteur
27,commercant
76,artisant
16,enseignant
98,sans_activite
25,commercant
22,agriculteur
19,ouvrier_agricole
92,employe_prive
68,agriculteur
26,militaire
58,militaire
41,ecolier
80,employe_prive
7,artisant
28,ouvrier_batiment
18,sans_activite
54,ouvrier_batiment
18,commercant
25,ouvrier
41,ouvrier_batiment
71,artisant
8,sans_activite
95,retraite
13,ouvrier_agricole
91,enseignant
49,enseignant
79,commercant
27,ecolier
17,militaire
0,enseignant
37,conducteur
20,commercant
2,ouvrier_batiment
28,militaire
80,agriculteur
53,ouvrier
56,enseignant
62,retraite
53,employe_prive
49,ecolier
26,ouvrier_agricole
24,employe_prive
47,retraite
32,ouvrier_batiment
22,militaire
26,ecolier
19,artisant
16,employe_prive
23,agriculteur
26,ecolier
22,ouvrier_agricole
2,ouvrier
20,ouvrier
11,militaire
80,agriculteur
78,ouvrier
67,agriculteur
16,ouvrier
61,conducteur
4,retraite
56,retraite
83,artisant
76,ouvrier_batiment
20,ouvrier
70,employe_prive
25,agriculteur
90,artisant
77,ouvrier_batiment
65,ouvrier_agricole
84,ouvrier
66,retraite
17,sans_activite
34,enseignant
25,sans_activite
4,militaire
11,ecolier
18,retraite
1,artisant
87,artisant
20,artisant
32,retraite
16,sans_activite
19,retraite
66,enseignant
34,ecolier
80,employe_prive
9,ecolier
23,commercant
62,retraite
78,enseignant
30,enseignant
18,ecolier
28,agriculteur
71,retraite
18,ecolier
77,militaire
12,retraite
79,ouvrier_agricole
25,employe_prive
56,ouvrier_agricole
66,retraite
23,ouvrier_agricole
79,militaire
67,commercant
16,enseignant
66,employe_prive
43,employe_prive
52,ouvrier
87,ouvrier_batiment
20,employe_prive
29,ouvrier
96,ouvrier_agricole
27,ouvrier
95,employe_prive
78,ouvrier_agricole
10,retraite
18,enseignant
17,enseignant
4,enseignant
58,ecolier
17,retraite
6,agriculteur
36,ouvrier_agricole
26,ouvrier
23,employe_prive
24,ouvrier
64,militaire
26,militaire
25,artisant
93,ouvrier_batiment
77,ecolier
10,ouvrier
18,agriculteur
84,conducteur
8,artisant
20,sans_activite
28,ouvrier_batiment
28,ouvrier_batiment
29,militaire
69,militaire
29,commercant
96,ouvrier_batiment
26,agriculteur
76,agriculteur
61,conducteur
11,retraite
61,conducteur
72,ouvrier_agricole
28,artisant
24,ouvrier_batiment
45,ouvrier_batiment
70,enseignant
62,sans_activite
22,agriculteur
20,ouvrier
53,commercant
78,retraite
29,artisant
68,enseignant
24,commercant
79,commercant
17,commercant
40,ouvrier_agricole
59,agriculteur
79,enseignant
12,retraite
41,militaire
22,retraite
21,conducteur
77,commercant
23,conducteur
42,sans_activite
62,militaire
27,ouvrier_agricole
58,artisant
27,artisant
55,retraite
15,artisant
16,enseignant
79,militaire
5,artisant
19,enseignant
71,retraite
99,artisant
18,conducteur
79,retraite
22,agriculteur
76,artisant
25,commercant
39,ouvrier_batiment
0,militaire
57,agriculteur
63,sans_activite
44,retraite
19,agriculteur
41,conducteur
62,enseignant
97,ouvrier
52,ouvrier_batiment
56,sans_activite
30,ouvrier_agricole
30,artisant
77,ouvrier_batiment
62,ouvrier_agricole
26,retraite
29,ouvrier_batiment
27,artisant
3,commercant
27,employe_prive
29,agriculteur
93,ouvrier_batiment
22,ouvrier
56,artisant
20,ouvrier_agricole
42,ouvrier_batiment
30,sans_activite
57,ouvrier
67,enseignant
59,sans_activite
29,artisant
22,artisant
27,artisant
84,enseignant
4,enseignant
28,commercant
18,militaire
28,ouvrier_batiment
64,ouvrier_agricole
54,retraite
25,ouvrier_agricole
20,conducteur
56,ouvrier_batiment
54,conducteur
76,ouvrier_agricole
35,employe_prive
28,ouvrier
58,ouvrier_agricole
26,ouvrier_batiment
86,conducteur
52,commercant
98,agriculteur
65,commercant
25,conducteur
30,commercant
97,sans_activite
96,ouvrier_agricole
77,sans_activite
16,ouvrier
56,sans_activite
57,commercant
23,employe_prive
30,artisant
73,ouvrier_agricole
56,militaire
18,enseignant
56,ouvrier_agricole
23,ouvrier_agricole
27,artisant
22,conducteur
1,commercant
78,retraite
61,sans_activite
30,militaire
83,artisant
67,employe_prive
78,enseignant
28,retraite
78,artisant
69,agriculteur
61,enseignant
77,retraite
19,employe_prive
51,ouvrier_agricole
21,sans_activite
83,ouvrier
50,conducteur
43,sans_activite
26,ouvrier
11,ouvrier_batiment
76,conducteur
56,employe_prive
21,militaire
34,ouvrier
0,militaire
19,agriculteur
60,retraite
30,ecolier
44,ecolier
53,ouvrier_agricole
67,conducteur
80,commercant
78,agriculteur
30,sans_activite
54,conducteur
61,artisant
20,artisant
51,employe_prive
66,ouvrier_batiment
86,ouvrier_agricole
78,sans_activite
85,employe_prive
20,enseignant
56,conducteur
12,militaire
43,enseignant
100,ouvrier
53,artisant
82,retraite
99,ouvrier_agricole
45,ouvrier_agricole
76,ecolier
93,militaire
4,enseignant
3,artisant
26,ouvrier_batiment
28,conducteur
4,commercant
18,ouvrier_agricole
21,enseignant
29,ouvrier_agricole
29,artisant
2,agriculteur
59,commercant
26,artisant
75,sans_activite
75,ouvrier_batiment
65,sans_activite
77,enseignant
55,sans_activite
58,militaire
23,militaire
30,artisant
16,enseignant
21,retraite
16,employe_prive
34,sans_activite
77,conducteur
20,conducteur
16,agriculteur
20,conducteur
71,ouvrier
18,conducteur
25,ouvrier_batiment
99,commercant
21,employe_prive
31,employe_prive
44,employe_prive
38,sans_activite
84,militaire
59,retraite
87,ecolier
25,ecolier
22,conducteur
84,ouvrier_agricole
11,militaire
54,retraite
25,employe_prive
28,artisant
97,retraite
42,artisant
28,ouvrier_agricole
20,ouvrier_agricole
7,ecolier
79,artisant
13,employe_prive
8,retraite
68,artisant
29,enseignant
79,ouvrier_batiment
52,artisant
63,ecolier
59,retraite
27,ouvrier_agricole
59,sans_activite
53,conducteur
44,artisant
98,commercant
59,militaire
67,ecolier
45,ouvrier
19,enseignant
27,artisant
18,employe_prive
77,sans_activite
23,sans_activite
13,ecolier
53,sans_activite
58,ouvrier
25,ecolier
52,ouvrier_batiment
69,ouvrier_batiment
53,ouvrier_batiment
17,retraite
78,retraite
24,ecolier
30,conducteur
98,sans_activite
43,agriculteur
82,sans_activite
43,commercant
23,ecolier
68,ouvrier
76,enseignant
24,enseignant
32,sans_activite
79,sans_activite
80,sans_activite
23,retraite
82,commercant
25,ouvrier_batiment
19,employe_prive
22,conducteur
30,ecolier
27,ouvrier_batiment
78,employe_prive
26,militaire
86,artisant
59,militaire
18,agriculteur
55,ouvrier_batiment
61,enseignant
88,ouvrier_agricole
78,ouvrier
86,retraite
17,enseignant
80,ouvrier
21,sans_activite
20,commercant
26,commercant
29,agriculteur
67,enseignant
34,sans_activite
76,employe_prive
76,sans_activite
85,commercant
100,enseignant
26,ouvrier_batiment
78,conducteur
59,artisant
9,employe_prive
54,enseignant
98,ouvrier_batiment
16,employe_prive
95,agriculteur
29,commercant
43,militaire
72,ouvrier
80,conducteur
61,ouvrier_agricole
81,retraite
65,ouvrier_agricole
79,employe_prive
84,ecolier
77,ouvrier
23,ecolier
83,ouvrier_agricole
28,conducteur
79,militaire
25,retraite
32,ouvrier
30,commercant
11,commercant
18,militaire
23,agriculteur
18,militaire
17,ouvrier_batiment
29,ouvrier_agricole
78,ouvrier
33,sans_activite
59,ouvrier_agricole
38,employe_prive
16,commercant
80,agriculteur
11,agriculteur
50,enseignant
26,sans_activite
66,commercant
22,militaire
99,ouvrier
77,ouvrier_agricole
10,enseignant
21,ouvrier_agricole
1,ouvrier_batiment
16,ouvrier
72,agriculteur
69,conducteur
17,employe_prive
84,sans_activite
7,commercant
69,agriculteur
67,militaire
70,ouvrier
84,militaire
80,retraite
64,agriculteur
58,ouvrier
80,enseignant
57,commercant
21,artisant
24,sans_activite
3,ouvrier_batiment
31,militaire
85,ouvrier_batiment
22,ouvrier_batiment
83,militaire
67,ouvrier_batiment
0,militaire
77,ouvrier_agricole
21,commercant
4,enseignant
0,ouvrier
71,sans_activite
59,sans_activite
52,ouvrier
86,retraite
84,enseignant
74,enseignant
4,commercant
42,conducteur
59,sans_activite
67,conducteur
23,enseignant
59,employe_prive
13,artisant
30,ouvrier_agricole
77,ouvrier
43,ouvrier_agricole
70,conducteur
77,ouvrier_agricole
95,ouvrier_agricole
74,artisant
7,enseignant
18,retraite
69,commercant
19,ouvrier_batiment
4,enseignant
24,sans_activite
20,sans_activite
18,ecolier
24,ecolier
3,ouvrier_agricole
28,employe_prive
100,agriculteur
18,artisant
17,commercant
30,conducteur
30,agriculteur
79,sans_activite
96,commercant
17,enseignant
10,ouvrier_batiment
76,militaire
14,retraite
54,ouvrier_batiment
27,retraite
67,ouvrier_agricole
56,ouvrier_agricole
23,retraite
11,artisant
31,retraite
28,agriculteur
28,ecolier
24,employe_prive
20,artisant
37,sans_activite
32,ouvrier
78,enseignant
89,militaire
87,employe_prive
13,ouvrier
60,retraite
69,ouvrier
96,commercant
30,ouvrier
19,ouvrier
91,retraite
17,sans_activite
76,ouvrier_batiment
78,enseignant
36,commercant
51,ecolier
75,sans_activite
35,conducteur
6,ecolier
28,ouvrier_agricole
43,commercant
27,sans_activite
68,enseignant
62,ouvrier
76,enseignant
76,enseignant
0,agriculteur
30,commercant
23,enseignant
19,sans_activite
42,commercant
95,militaire
70,agriculteur
19,retraite
78,commercant
23,enseignant
23,ouvrier_batiment
56,sans_activite
73,ouvrier_batiment
92,agriculteur
22,retraite
56,retraite
39,conducteur
23,ouvrier
24,conducteur
22,ouvrier
78,ecolier
16,artisant
67,sans_activite
64,ouvrier_batiment
29,ouvrier_batiment
18,enseignant
17,sans_activite
23,agriculteur
45,enseignant
21,employe_prive
21,ouvrier_batiment
76,ecolier
4,ouvrier_agricole
100,ouvrier
56,commercant
88,enseignant
59,militaire
18,artisant
7,ecolier
58,militaire
69,ecolier
28,ouvrier_batiment
61,artisant
16,enseignant
24,commercant
19,artisant
24,ouvrier_batiment
33,commercant
83,agriculteur
4,ouvrier
69,commercant
24,enseignant
28,enseignant
83,ouvrier_batiment
9,enseignant
27,retraite
30,employe_prive
98,conducteur
29,ouvrier_agricole
47,employe_prive
49,employe_prive
15,artisant
22,employe_prive
3,commercant
24,ouvrier_batiment
17,retraite
87,ouvrier_batiment
77,ecolier
17,conducteur
19,ouvrier_agricole
27,commercant
19,ouvrier_batiment
26,artisant
51,conducteur
75,ecolier
25,conducteur
72,ouvrier_agricole
11,employe_prive
90,retraite
28,enseignant
85,commercant
37,ouvrier
29,sans_activite
98,employe_prive
11,conducteur
91,retraite
32,artisant
18,retraite
20,employe_prive
9,retraite
42,artisant
25,conducteur
26,militaire
23,sans_activite
80,sans_activite
45,commercant
67,retraite
78,commercant
49,conducteur
25,militaire
77,ouvrier
18,ecolier
80,ouvrier_agricole
7,artisant
80,militaire
23,commercant
18,ecolier
78,conducteur
27,agriculteur
54,employe_prive
100,employe_prive
24,ouvrier_agricole
18,conducteur
79,retraite
60,agriculteur
25,agriculteur
55,conducteur
79,employe_prive
50,agriculteur
96,artisant
20,retraite
26,sans_activite
21,employe_prive
42,ouvrier
71,enseignant
25,artisant
16,militaire
40,ouvrier
30,sans_activite
49,conducteur
6,sans_activite
16,agriculteur
98,ecolier
39,retraite
74,employe_prive
6,ecolier
61,employe_prive
17,enseignant
100,militaire
56,employe_prive
58,enseignant
87,agriculteur
28,ouvrier_batiment
54,conducteur
71,militaire
92,militaire
76,agriculteur
29,ecolier
100,conducteur
69,conducteur
24,employe_prive
17,enseignant
58,ecolier
28,ouvrier_batiment
21,artisant
39,ouvrier_batiment
80,ouvrier_agricole
53,militaire
84,militaire
24,employe_prive
31,commercant
71,sans_activite
40,artisant
25,sans_activite
80,agriculteur
69,ouvrier
17,sans_activite
24,artisant
43,commercant
27,ecolier
35,retraite
31,ecolier
22,militaire
92,ouvrier_agricole
52,agriculteur
52,employe_prive
72,enseignant
11,sans_activite
28,retraite
59,commercant
96,conducteur
87,ouvrier
78,ouvrier_agricole
6,artisant
25,commercant
1,militaire
36,ecolier
7,ouvrier_batiment
53,agriculteur
30,artisant
16,sans_activite
23,artisant
26,commercant
71,artisant
29,artisant
18,agriculteur
91,artisant
68,ouvrier_agricole
16,ecolier
76,ouvrier_agricole
16,sans_activite
21,ecolier
71,ouvrier
61,ouvrier
19,commercant
29,agriculteur
65,enseignant
17,sans_activite
66,commercant
76,retraite
53,agriculteur
95,sans_activite
16,conducteur
50,conducteur
84,commercant
78,employe_prive
30,sans_activite
31,militaire
31,employe_prive
82,ouvrier
54,retraite
79,enseignant
17,ecolier
80,ouvrier_agricole
85,enseignant
84,ouvrier
20,ecolier
52,ouvrier
3,enseignant
23,commercant
64,militaire
40,ouvrier_batiment
69,ecolier
73,commercant
30,sans_activite
53,ouvrier_agricole
77,commercant
94,employe_prive
23,ouvrier_batiment
78,retraite
78,artisant
25,conducteur
99,conducteur
45,militaire
35,commercant
94,ouvrier_batiment
23,enseignant
28,commercant
47,employe_prive
57,militaire
80,ouvrier_agricole
89,militaire
6,ouvrier_agricole
84,retraite
76,ecolier
24,commercant
54,conducteur
8,agriculteur
58,militaire
20,conducteur
75,conducteur
69,sans_activite
29,ouvrier_agricole
10,ouvrier_agricole
48,commercant
10,conducteur
81,commercant
27,commercant
57,employe_prive
22,agriculteur
78,conducteur
19,sans_activite
68,retraite
22,artisant
57,ouvrier_agricole
19,conducteur
81,commercant
58,ouvrier_agricole
21,conducteur
29,employe_prive
54,ouvrier_agricole
44,artisant
13,retraite
12,retraite
45,sans_activite
23,artisant
78,ouvrier
53,employe_prive
17,sans_activite
20,employe_prive
29,employe_prive
20,ecolier
34,artisant
77,enseignant
35,ecolier
3,employe_prive
0,sans_activite
67,militaire
33,agriculteur
60,ouvrier_agricole
47,enseignant
7,conducteur
2,conducteur
72,ouvrier_agricole
58,ouvrier_batiment
46,ecolier
93,ouvrier
59,agriculteur
27,ouvrier_batiment
94,employe_prive
8,conducteur
2,ecolier
67,conducteur
11,employe_prive
92,militaire
59,ecolier
79,retraite
46,agriculteur
26,ouvrier_agricole
22,ecolier
76,commercant
59,retraite
6,ouvrier_agricole
29,agriculteur
29,ouvrier_batiment
57,conducteur
42,ouvrier
53,conducteur
24,enseignant
79,artisant
19,ouvrier_batiment
19,ouvrier_batiment
86,retraite
16,agriculteur
14,ouvrier_agricole
20,ouvrier_batiment
59,enseignant
2,militaire
17,retraite
49,agriculteur
79,ouvrier
17,commercant
77,ouvrier_batiment
85,ouvrier_batiment
24,commercant
49,employe_prive
15,sans_activite
20,employe_prive
77,militaire
48,ouvrier
0,agriculteur
42,sans_activite
14,ecolier
30,sans_activite
2,ouvrier
16,artisant
80,employe_prive
39,employe_prive
94,sans_activite
12,enseignant
97,enseignant
70,artisant
30,ouvrier_agricole
80,retraite
75,ouvrier_agricole
12,employe_prive
19,ouvrier_agricole
28,ouvrier_agricole
92,commercant
97,agriculteur
21,agriculteur
77,employe_prive
25,employe_prive
22,commercant
45,ecolier
69,ouvrier_batiment
29,employe_prive
30,ouvrier_batiment
42,ecolier
12,ouvrier_agricole
6,enseignant
17,conducteur
63,conducteur
24,commercant
21,commercant
43,artisant
23,commercant
17,artisant
23,artisant
